,TCGA-E1-5319,TCGA-CS-6668,TCGA-IK-7675
ENST00000409459,4.1,3.87,8.04
ENST00000505239,0.05,0,0.05
ENST00000340385,59.9,36.1,63.26
ENST00000546465,0,0,0.04
ENST00000447724,0.11,0.37,0.14
ENST00000591204,0,0,0
ENST00000505233,0,0,0
ENST00000337000,0.18,0,0.19
ENST00000343619,14.53,21.24,9.4
ENST00000337004,11.92,14.13,6.87
ENST00000574708,0.13,0,0.33
ENST00000336356,0.44,0.25,0.21
ENST00000377346,0.89,0.83,0.82
ENST00000493222,0,0,0
ENST00000496306,0,0,0
ENST00000599785,0.12,0.49,1.04
ENST00000456079,0.41,0.46,0.42
ENST00000303225,0,0,0.15
ENST00000303553,1.85,0.83,3.03
ENST00000505154,0.32,0.25,0.06
ENST00000546087,0.06,0.13,0.02
ENST00000476688,0,0.11,0
ENST00000429490,0.07,0.42,0.16
ENST00000465788,0.18,0.16,0.21
ENST00000509757,0,0,0
ENST00000441605,0.6,0.43,0
ENST00000439188,0,0,0
ENST00000492791,1.85,1.58,1.07
ENST00000492795,0.06,0.33,0.22
ENST00000580900,1,3.1,0.88
ENST00000589880,35.76,13.87,42.55
ENST00000266497,0.03,0,0
ENST00000359846,0,0,0
ENST00000354567,13.76,3.77,2.9
ENST00000319441,0.1,0.1,0.13
ENST00000513511,0,0,0
ENST00000552280,0,0,0.06
ENST00000572288,0.36,0.84,0.37
ENST00000417819,0.06,0,0
ENST00000262554,37.27,38.38,32.57
ENST00000366716,9.23,8.97,3.29
ENST00000524206,0,0,0
ENST00000366718,1.22,1.69,1.91
ENST00000596922,0,0,0
ENST00000261200,4.36,2.08,1.41
ENST00000261201,0,0,0
ENST00000261206,0,0.01,0
ENST00000534853,29.65,11.73,18.2
ENST00000367048,5.71,6.16,2.32
ENST00000261208,0,0,0
ENST00000536985,0.53,0.18,0.61
ENST00000536981,13.53,3.36,13.47
ENST00000536983,1.08,2.17,3.66
ENST00000375272,0.17,0.12,0.16
ENST00000281243,76.82,49.95,54.69
ENST00000380815,0.57,2.51,1.35
ENST00000538118,0.05,0.02,0
ENST00000535451,0,0,0.05
ENST00000535985,0,0,0.06
ENST00000607784,0.29,0.38,0.33
ENST00000589425,0.06,0,0.11
ENST00000252490,8.04,5.53,27.11
ENST00000559885,0.46,0.14,1.04
ENST00000559883,0.13,0.64,0.37
ENST00000559881,0,0.29,0.07
ENST00000405767,3.8,2.11,1.85
ENST00000551570,0.33,0.4,0.46
ENST00000502310,0.08,0.15,0.09
ENST00000512391,0,0,0
ENST00000431183,0,0,0.24
ENST00000512646,0,0,0
ENST00000525557,0.48,0.08,0
ENST00000426324,6.31,9.32,5.34
ENST00000522056,0.86,3.11,3.31
ENST00000559086,0.07,0,0.05
ENST00000436407,0.84,0.15,0.03
ENST00000472047,0,0.06,0
ENST00000335181,288.41,260.95,297.03
ENST00000234590,320.59,183.25,348.56
ENST00000543242,0,0,0
ENST00000469263,0,0,0
ENST00000433297,22.95,24.4,12.34
ENST00000561749,0,0.16,0
ENST00000336984,2.37,3.77,1.74
ENST00000434806,0,0.03,0.09
ENST00000453097,4.92,3.55,5.95
ENST00000576827,0,0,0
ENST00000359206,0.28,0,0.34
ENST00000320474,4.06,0.04,5.06
ENST00000494797,0.04,0,0
ENST00000230671,0.01,0.14,0.01
ENST00000546672,0.24,0,0.29
ENST00000548435,0,0.46,0
ENST00000301810,0.04,0,0
ENST00000402815,0,0,0
ENST00000555089,0,0,0.17
ENST00000453542,1.95,0.72,2.49
ENST00000458223,2.08,0.81,1.41
ENST00000510723,0.17,0.09,0.05
ENST00000544291,0,0,0
ENST00000544290,0,0,0
ENST00000543245,42.57,29.31,30.03
ENST00000369887,0.77,0.77,0.1
ENST00000531984,0.05,0.08,0.02
ENST00000582822,0,0,0
ENST00000354098,0.17,0.22,0.28
ENST00000545162,0.26,0.81,0.57
ENST00000494173,0,0,0
ENST00000316423,3.16,6.58,9.44
ENST00000438445,0,0,0
ENST00000530581,0,0,0
ENST00000538751,11.9,7.31,16.95
ENST00000532724,0,0,0
ENST00000507942,0.08,0.43,0.03
ENST00000437134,0,0.11,0
ENST00000449475,0,0.04,0.04
ENST00000301012,17.54,15.64,14.6
ENST00000392727,0,0.62,0
ENST00000429009,0,0.17,0
ENST00000589414,0,0.05,0.05
ENST00000374738,0.04,0,0
ENST00000429002,0,0,0
ENST00000374736,8.28,9.09,20.05
ENST00000429000,0.24,0.28,0.84
ENST00000374733,0.04,0.05,0.02
ENST00000321702,0.26,0.12,0.2
ENST00000547986,0.8,0.18,0.23
ENST00000285979,0,0,0
ENST00000377424,1.83,2.13,5.33
ENST00000329875,9.57,19.42,28.45
ENST00000537372,0,0.16,0
ENST00000356206,0.14,0.27,0
ENST00000554604,0,0,0
ENST00000338244,30.06,44.79,25.98
ENST00000416557,0,0,0
ENST00000562336,0.92,0.6,1.46
ENST00000586056,0.05,0,0
ENST00000333055,4,3.34,2.78
ENST00000355574,0,0,0.03
ENST00000475668,0.05,0.15,0.08
ENST00000418890,0,0.17,0
ENST00000539627,0.09,0.14,0
ENST00000541669,0.03,0.08,0.08
ENST00000311856,0.01,0.01,0.01
ENST00000424203,0.86,1.41,1.35
ENST00000376590,0.27,0.54,0.31
ENST00000376592,2.09,2.17,4.67
ENST00000487424,0,0,0
ENST00000309979,5.29,10.24,7.69
ENST00000586945,0.26,0.22,0.27
ENST00000551760,0.09,0.04,0.11
ENST00000586230,0,0,0.11
ENST00000324965,0,0,0.01
ENST00000277462,11.07,12.04,8.42
ENST00000455657,0.65,1.08,0.21
ENST00000368842,48.36,15.19,13.72
ENST00000368845,46.39,36.32,23.22
ENST00000396621,0,0,0
ENST00000537919,0,0,0
ENST00000396623,5.43,1.57,0.75
ENST00000433931,0.05,0,0
ENST00000433932,0.06,0,0
ENST00000421586,0.26,0.38,0
ENST00000520223,1.89,4.3,3.25
ENST00000520221,0,0,0
ENST00000591541,0,0,0
ENST00000591011,0.05,0.38,0.21
ENST00000487640,0.28,0,0.35
ENST00000524541,0,0,0.12
ENST00000262764,8.58,13.22,14.39
ENST00000590765,0,0,0
ENST00000597262,0,0.05,0
ENST00000535847,0,0.07,0
ENST00000468553,0.01,0,0.28
ENST00000512250,0,0,0
ENST00000512251,0,0.06,0
ENST00000394666,25.72,17.98,24.86
ENST00000371905,0,0,0
ENST00000371904,0,0,0
ENST00000418427,0.15,0.13,0.05
ENST00000563060,217.4,107.17,134.43
ENST00000539986,0.09,0.14,0.08
ENST00000563064,0.05,0.1,0
ENST00000340978,3.74,3.96,0.28
ENST00000419385,1.1,1.47,0.37
ENST00000512766,0.13,0,0.04
ENST00000239451,0.01,0.02,0.12
ENST00000372459,0.63,0.33,0.86
ENST00000227868,14.05,12.76,7.25
ENST00000311672,84.12,62.95,157.09
ENST00000576616,0.19,0.8,0.31
ENST00000579133,0,0,0.3
ENST00000485863,0.06,0.06,0.05
ENST00000559965,0.44,0.1,0.12
ENST00000505453,0,0,0
ENST00000559963,1.48,0.8,1.93
ENST00000335512,8.3,8.33,6.09
ENST00000239231,8.72,15.06,5.8
ENST00000360596,0.84,0.71,0.66
ENST00000261416,17.78,12.66,12.43
ENST00000261415,1.28,4.52,1.02
ENST00000565184,0.82,1.51,1.16
ENST00000515707,0.05,0.13,0.15
ENST00000370507,3.17,1.35,1.48
ENST00000370508,19.69,13.57,8.44
ENST00000556518,0.16,0.55,1.21
ENST00000423525,1.47,0.94,2.26
ENST00000533447,0,0,0
ENST00000533116,0.09,0.13,0
ENST00000564595,37.39,11.03,10.88
ENST00000564596,0,0,0.02
ENST00000433751,0,0.05,0
ENST00000533119,0,0,0.32
ENST00000465289,1.47,2.45,3.13
ENST00000415053,0,0,0.12
ENST00000409899,0,0.03,0.24
ENST00000568435,0,0,0
ENST00000537728,0.06,0.3,0.06
ENST00000360047,0.26,0.78,0.08
ENST00000406974,0.28,0.3,1.81
ENST00000406971,0,0,0
ENST00000608497,0.61,0.55,1.73
ENST00000375107,46.49,48.85,55.59
ENST00000485391,0,0,0
ENST00000375105,0.2,0.43,0.23
ENST00000375104,7.01,2.83,6.67
ENST00000375102,0.01,0,0
ENST00000569520,0.86,0,0.11
ENST00000503511,0,0,0
ENST00000375108,1.48,0.19,0.04
ENST00000452555,0,0,0
ENST00000320285,5.98,8.76,3.52
ENST00000547157,0,0.06,0.05
ENST00000542434,0.04,0,0
ENST00000358923,0.05,0.16,0.02
ENST00000549114,0.13,0.18,0.19
ENST00000509218,0,0,0
ENST00000509219,0.21,0.64,0.7
ENST00000381424,0.28,0.29,2.25
ENST00000549110,0.04,0.54,0.22
ENST00000379104,0,0,0
ENST00000509740,0,0,0
ENST00000559409,0,0,0
ENST00000450023,0,0,0.07
ENST00000347631,0,0.21,0.42
ENST00000445167,3.13,2.49,3.94
ENST00000545806,0.1,0.62,0.44
ENST00000545805,0,0,0
ENST00000545376,0,0,0
ENST00000445160,0.35,0.53,0.4
ENST00000578776,0.22,0.25,0.11
ENST00000422699,0,0,0
ENST00000301175,0.01,0.02,0
ENST00000428981,0,0.16,0
ENST00000483392,0.04,0.2,0.25
ENST00000483391,0,0.06,0.15
ENST00000527963,0.08,0.22,0.04
ENST00000558760,0,0,0
ENST00000483399,0,0.11,0.13
ENST00000527968,0.17,0.47,0.26
ENST00000396364,0.17,0.71,0.42
ENST00000396366,0.73,1.12,0.84
ENST00000361319,0.1,0.15,0.22
ENST00000554610,0,0,0.13
ENST00000554611,0.19,0.35,0.5
ENST00000554612,0,0,0.06
ENST00000361314,3.94,2.67,14.24
ENST00000320865,1.65,3.35,0.94
ENST00000592454,0,0,0
ENST00000589640,0,0,0
ENST00000478970,0,0,0
ENST00000371755,2.71,4.45,1.66
ENST00000422072,0,0,0
ENST00000526309,0,0,0
ENST00000422078,0,0,0
ENST00000585786,0.35,0.7,1.45
ENST00000558580,3.6,4.47,6.81
ENST00000372215,10.89,18.94,15.41
ENST00000558588,0.04,1.72,0.35
ENST00000558589,0.06,0,0
ENST00000372210,8.03,9.92,6.27
ENST00000372211,0.32,0.81,0.98
ENST00000298556,5.59,3.77,5.26
ENST00000433745,0.02,0.01,0.06
ENST00000451771,0,0,0
ENST00000245407,3.29,10.35,4.37
ENST00000290209,0.41,0.11,0.05
ENST00000338037,9.6,12.72,8.9
ENST00000580098,0,0.07,0.12
ENST00000493805,0,0.1,0.3
ENST00000555694,0,0,0
ENST00000493803,0.02,0.02,0.06
ENST00000406361,3.96,0.93,0.69
ENST00000336375,0.07,0.1,0.07
ENST00000336374,0.04,0.09,0.02
ENST00000401406,35.71,23.09,40.17
ENST00000409787,0.53,0.66,0.24
ENST00000576586,0.09,0.3,0.43
ENST00000556350,0.06,0,0.05
ENST00000308961,136.85,96.01,104.11
ENST00000514615,0,0,0.01
ENST00000530395,0,0,0
ENST00000229239,104.7,74.52,59.52
ENST00000598424,0.13,0.21,0.04
ENST00000555251,0,0,0.04
ENST00000524041,0,0,0
ENST00000517839,0.12,0.32,0.4
ENST00000510286,0.25,1.06,0.82
ENST00000495186,10,9.47,7.66
ENST00000312719,0.18,0.14,0.1
ENST00000481938,0.09,0,0.07
ENST00000222002,0.2,0.37,0.35
ENST00000510289,0.01,0.01,0
ENST00000443136,0,0,0
ENST00000546050,0,0,0
ENST00000591952,3.36,0.67,1.47
ENST00000395105,0,0,0.07
ENST00000399213,3.67,1.72,4.77
ENST00000505689,0.18,0.34,0.1
ENST00000535610,0,0.07,0
ENST00000341360,0,0,0
ENST00000535617,0,0.01,0
ENST00000417528,0,0,0
ENST00000383714,0.41,1.4,0.28
ENST00000331351,1,0.32,0.67
ENST00000454822,0,0.72,0.72
ENST00000533617,0,0,0
ENST00000506797,0.89,0,0.62
ENST00000375298,0,0.06,0.25
ENST00000575051,0.25,0.34,0.7
ENST00000332509,8.9,10.38,8.05
ENST00000373622,12.47,10.34,8.4
ENST00000535474,0.34,0,0
ENST00000549022,0,0,0
ENST00000502484,0.03,0,0
ENST00000566345,0,0,0
ENST00000255174,20.42,20.17,21.61
ENST00000559575,0,0,0.05
ENST00000331536,3.17,3.07,11.13
ENST00000506176,1.51,0.07,0.02
ENST00000482604,0.42,1.51,0.37
ENST00000521479,0,0.1,0.17
ENST00000506179,0,0,0.69
ENST00000557584,0.16,0.07,0.13
ENST00000555988,0.2,0.23,0.73
ENST00000522072,0.26,0.9,0
ENST00000367027,18.69,2.67,0.64
ENST00000528016,0,0,0
ENST00000506651,1.22,0,0.47
ENST00000546940,0,0,0
ENST00000513939,0.07,0,0.13
ENST00000433104,0.46,0.76,0.88
ENST00000461735,0.04,0,0.06
ENST00000274192,4.97,6.13,6.75
ENST00000583312,0.04,0.1,0.08
ENST00000380746,0.15,0.68,1.02
ENST00000537114,6.63,8.19,6.86
ENST00000381163,4.73,2.46,0.11
ENST00000381160,0,0,0
ENST00000563655,0.15,0.44,0.66
ENST00000568602,0,0.11,0
ENST00000342456,0.09,0.88,1.07
ENST00000381168,0,0,0
ENST00000579583,0,0,0
ENST00000592685,0.04,0.1,0.02
ENST00000260682,0,0,0
ENST00000371108,0.76,0.98,1.1
ENST00000422263,0,0,0
ENST00000422262,0,0,0
ENST00000577756,0.42,1.57,1.52
ENST00000529657,0,0,0.09
ENST00000486850,0,0,0.03
ENST00000444541,0,0,0
ENST00000600277,0.3,0.29,0.19
ENST00000379374,0.49,0.18,2.29
ENST00000444548,0.22,0.66,1.14
ENST00000458027,0.45,0.39,0.9
ENST00000431213,0,0.06,0
ENST00000539753,0.05,0.06,0.05
ENST00000450233,0,0,0
ENST00000450232,0.32,0.19,0.56
ENST00000579366,0,0,0
ENST00000514375,2.09,5.15,5.31
ENST00000545493,0,0.04,0
ENST00000514373,0,0.21,0.14
ENST00000514372,3.8,0.25,2.99
ENST00000451542,0,0.04,0
ENST00000296518,8.3,6.62,0.42
ENST00000595483,0.12,0,0.1
ENST00000317151,2.2,6.85,0.07
ENST00000357578,32.57,39.7,18.25
ENST00000510706,1.8,0.69,0.39
ENST00000524826,0,0,0
ENST00000449676,0,0,0
ENST00000261622,32.3,41.77,19.43
ENST00000543262,0.74,1.29,0.38
ENST00000588479,0,0,0.04
ENST00000488679,0.67,1.22,1.13
ENST00000514112,0.06,0,0
ENST00000444822,0.28,0.5,1.08
ENST00000303924,0.81,0.08,5.81
ENST00000359088,0.99,0.3,0.28
ENST00000228510,10.42,8.06,3.85
ENST00000538771,4.79,5.35,10.8
ENST00000507961,0.98,0.46,0.14
ENST00000584314,0.09,0.25,0.43
ENST00000584316,0.46,0.06,0.06
ENST00000538779,0,0,0
ENST00000397195,51.25,64.09,62.32
ENST00000379597,0,0.05,0.14
ENST00000312527,41.89,40.69,8.54
ENST00000450494,4.48,3.12,1.67
ENST00000378357,0.14,0.08,1.13
ENST00000392701,0.07,0.21,0
ENST00000569265,0,0,0.07
ENST00000413298,0.75,0.34,0.65
ENST00000378428,0,0,0
ENST00000395732,0.24,0.4,0.32
ENST00000395733,0,0,0
ENST00000530704,0,0.1,0.22
ENST00000572053,0,0,0
ENST00000338482,0,0,0
ENST00000358689,3.49,5.6,4.86
ENST00000567391,0.28,1.42,1.34
ENST00000358681,0,0.17,0.16
ENST00000358683,0,0.01,0
ENST00000397998,0.61,0.02,3.81
ENST00000358139,0,0,0
ENST00000468082,0,0,0.01
ENST00000389967,0.08,0,0.03
ENST00000528657,0.09,0.15,0.05
ENST00000454076,0,0,0.12
ENST00000448810,0,0,0
ENST00000425913,0.22,0.23,0.69
ENST00000589252,0.05,0.05,0
ENST00000258415,28.21,4.41,4.5
ENST00000452098,0,0.11,0.07
ENST00000395844,0.56,1.27,1.25
ENST00000495645,0.4,0,0.57
ENST00000439227,1.49,1.3,1.66
ENST00000477717,0.24,0.29,0.28
ENST00000565896,0,0,0
ENST00000358358,0.4,0.1,0.43
ENST00000558933,0,0,0.08
ENST00000558932,0,0,0
ENST00000434178,0.55,0.41,0.22
ENST00000541648,0,0.1,0.18
ENST00000475322,0,0,0
ENST00000553055,0.22,0.19,0.18
ENST00000264613,3.68,1.3,0.29
ENST00000376573,90.52,20.9,35.96
ENST00000524234,0,0.05,0.02
ENST00000589432,0,0,0
ENST00000547072,0.23,0.17,0.43
ENST00000432688,1.41,1.54,2.11
ENST00000468711,0.14,0.26,0.12
ENST00000368869,0.05,0.37,0.11
ENST00000434210,0,0,0
ENST00000425930,0,0.16,0
ENST00000382873,6.1,5.41,7.8
ENST00000607886,0.1,0.15,0.73
ENST00000417537,0,0,0.09
ENST00000409645,17.78,15.07,7.45
ENST00000372006,2.21,0.07,2.49
ENST00000420501,0,0,0.03
ENST00000416358,0.09,0,0
ENST00000330479,0,0,0
ENST00000591562,0,0.05,0.11
ENST00000577034,0,0,0
ENST00000262746,2.03,1.71,3.67
ENST00000262741,2.6,3.22,6.68
ENST00000323446,3.97,7.71,11.02
ENST00000493568,1.23,0.8,0.59
ENST00000336411,0,0,0
ENST00000587782,0,0,0.02
ENST00000560899,0.39,1.54,0.97
ENST00000496514,0.39,0.77,0.8
ENST00000256108,10.74,5.21,15.34
ENST00000476477,0,0,0.05
ENST00000478631,0.12,0.24,0.41
ENST00000476470,0.19,1.02,0.87
ENST00000570980,1.88,1.55,4.51
ENST00000299299,10.57,24.79,42.47
ENST00000299297,0,0,0
ENST00000590948,0,0,0
ENST00000490911,0.03,0.14,0.17
ENST00000409257,3.89,3.31,1.26
ENST00000522798,0.61,0.22,0.58
ENST00000311124,2.48,5.2,4.25
ENST00000498288,0,0.34,0.64
ENST00000308161,0.42,0.03,0.06
ENST00000293937,0,0,0
ENST00000505470,0,0.11,0.25
ENST00000462542,0,0.11,0
ENST00000265261,1.5,0.51,0.79
ENST00000427285,0,0,0
ENST00000380172,1.87,3.96,2.34
ENST00000380173,0.46,0,0
ENST00000414078,0,0,0
ENST00000249042,39.93,11.61,16.64
ENST00000522249,0,0,0
ENST00000368786,11.43,4.87,6.41
ENST00000367928,0.4,0.14,0.13
ENST00000367926,3.69,8.29,7.53
ENST00000367924,0.63,0.7,0
ENST00000367925,3.25,2.45,3.37
ENST00000486135,0.69,0.42,0.11
ENST00000522532,0.14,0.36,0.75
ENST00000543090,0.16,0.13,0.27
ENST00000443938,5.61,1.37,2.73
ENST00000488869,0,0,0
ENST00000423505,3.1,1.51,3.59
ENST00000506587,1.73,1.72,0.98
ENST00000604426,0,0,0
ENST00000497642,0,0,0
ENST00000395650,0,0.34,0
ENST00000454677,0,0,0
ENST00000570369,0,0,0
ENST00000281031,18.78,17.94,20.21
ENST00000216254,127.77,64.62,106.43
ENST00000399256,0.06,0.08,0.08
ENST00000330817,2.62,2.55,1.86
ENST00000502295,0,0.16,0.05
ENST00000216259,22.63,15.23,41.48
ENST00000381401,79.99,126.99,27.72
ENST00000509583,0.11,0.17,0.16
ENST00000360060,2.29,1.53,3.17
ENST00000431062,0,0,0
ENST00000569156,2.63,7.95,2.63
ENST00000504980,0.06,0,0
ENST00000391969,1.13,4.25,0.98
ENST00000403312,0.02,0.04,0.08
ENST00000445006,0.25,0.49,0.25
ENST00000356768,0,0.17,0
ENST00000578576,0,0,0
ENST00000399033,0.02,0,0.07
ENST00000482833,0,0,0.01
ENST00000452531,0,0,0
ENST00000548847,0.14,0,0.13
ENST00000548849,0.11,0.09,0.14
ENST00000488245,0.18,0,0.1
ENST00000515182,0,0.07,0
ENST00000509768,0.13,0.38,0.22
ENST00000455077,0,0,0
ENST00000528821,0.14,0.36,0.45
ENST00000504187,0.08,0.05,0.21
ENST00000523113,0.04,0,0.04
ENST00000373632,0.77,1.3,1.23
ENST00000545822,0.33,0.11,1.87
ENST00000432309,0.31,0.46,0.78
ENST00000445146,0.08,0,0
ENST00000537259,0.85,1.24,1.31
ENST00000404299,0.42,0.54,2.81
ENST00000396075,0.26,0.09,0.15
ENST00000558033,0.18,1.18,0
ENST00000558748,0,0,0
ENST00000503988,0.06,0.1,0.49
ENST00000361335,3005.75,1742.41,3283.82
ENST00000502637,0.82,0.91,1.91
ENST00000373027,1.85,2.58,4.53
ENST00000566706,0.15,0.06,0.14
ENST00000530953,0,0,0
ENST00000301998,1.65,0.6,1.97
ENST00000566709,0,0.55,0.88
ENST00000529840,0.01,0.55,0
ENST00000268668,71.75,49.84,44.23
ENST00000371731,0.2,0.13,0.08
ENST00000467802,0,0.11,0.03
ENST00000393868,54.4,42.88,52.45
ENST00000397528,3.3,1.2,1.74
ENST00000393640,0.07,0.1,0.06
ENST00000571570,0,0,0
ENST00000398341,2.15,2.54,2.3
ENST00000398343,0.29,0.33,0.15
ENST00000413082,0,0,0
ENST00000406696,0,0.92,0
ENST00000563393,2.02,1.35,1.33
ENST00000326152,0.18,0.72,0.57
ENST00000491736,35.16,27.75,12.75
ENST00000456524,0,0.07,0.03
ENST00000421281,0,0,0
ENST00000451757,0,0,0
ENST00000421287,0,0,0
ENST00000505270,0.22,0.13,0
ENST00000340344,5.5,8.8,6.87
ENST00000254759,5.43,4.42,4.24
ENST00000510114,0.38,0.63,0.43
ENST00000510111,0.09,0,0
ENST00000549391,0.46,0.39,0.47
ENST00000527942,0.06,0,0.05
ENST00000222248,0.12,0.5,0.24
ENST00000561148,0.28,0.52,0.22
ENST00000478407,0,0.09,0
ENST00000566377,2.05,2.83,3.4
ENST00000491554,2.19,1.64,7.97
ENST00000438320,0.36,0.11,0.44
ENST00000504285,0.05,0,0.43
ENST00000524029,0,0,0
ENST00000236709,0.01,0.02,0.02
ENST00000517853,0,0,0.06
ENST00000550062,0,0,0
ENST00000550065,0.82,0.85,0.91
ENST00000311461,0.22,0.11,0.16
ENST00000314146,0.46,0.8,0.53
ENST00000263979,0.83,0,1.16
ENST00000273951,0,0,0
ENST00000591977,0.13,0.07,0.18
ENST00000311469,1.64,3.09,2.76
ENST00000424141,0.34,0.16,0.25
ENST00000591971,0,0,0
ENST00000513009,0,0.11,0
ENST00000564628,6.23,3.71,4.41
ENST00000552798,0,0,0.1
ENST00000530047,6.87,5.76,7.73
ENST00000513000,1.09,0.67,0.39
ENST00000552792,0,0.12,0.29
ENST00000447398,0.48,0.97,0.54
ENST00000492285,0,0,0
ENST00000234256,44.45,23.54,115.13
ENST00000542255,3.68,1.57,3.45
ENST00000264968,0,1.05,0.16
ENST00000349112,0,0,0.56
ENST00000594989,0.09,0.65,0.5
ENST00000252102,46.85,30.89,23.21
ENST00000383733,0.23,0,0.35
ENST00000383734,0,0,0
ENST00000442060,0.07,0.25,0.63
ENST00000337404,0.21,0.23,0.5
ENST00000506778,0,0.06,0.05
ENST00000567027,0,0,0.06
ENST00000525777,0.4,0.31,0.31
ENST00000559517,0,0,0.05
ENST00000583059,0,0,0
ENST00000247225,5.68,5.87,7.6
ENST00000585846,0,0.16,0
ENST00000394250,0,1.43,0.81
ENST00000472311,1.2,0.49,0.36
ENST00000528073,0.09,0.05,0.04
ENST00000528070,0.95,0.69,0.83
ENST00000367001,13.65,9.03,8.96
ENST00000342694,6.24,9.95,6.8
ENST00000528079,0.11,0.15,0
ENST00000426819,0,0,0
ENST00000260118,4.72,6.45,8.54
ENST00000318636,1.32,2.63,1.67
ENST00000335148,0.12,0.16,0.13
ENST00000372808,0.96,2.66,2.77
ENST00000574309,0,0,0.17
ENST00000346365,16.45,19.06,13.16
ENST00000534725,0.15,0,0.55
ENST00000563638,0.21,0.22,0.35
ENST00000592803,0,0,0
ENST00000566579,0,0,0
ENST00000578963,0,1.41,0.52
ENST00000395781,0,0.11,0.35
ENST00000526152,0,0,0
ENST00000540115,0,0,0.05
ENST00000253413,121.06,62.44,71.14
ENST00000507647,0,0,0
ENST00000217446,17.93,17.64,14.42
ENST00000352210,1.14,1.69,1.95
ENST00000473435,0,0,0.14
ENST00000404453,0,0,0
ENST00000404104,0,0,0
ENST00000523329,0.07,0.09,0
ENST00000480663,0,0.02,0
ENST00000556968,0.73,0.07,0.12
ENST00000398752,223.53,233.11,201.78
ENST00000511181,0.14,0.36,0.45
ENST00000546636,1.05,3.02,1.79
ENST00000359530,29.16,21.22,26.78
ENST00000484746,10.14,1.76,16.27
ENST00000584080,0.04,0.14,0.12
ENST00000236495,0.07,0.05,0.14
ENST00000584086,3.62,0.84,0.84
ENST00000465874,0,0,0
ENST00000540499,46.62,27,56.88
ENST00000357590,0,0,0
ENST00000449653,0.24,0,0.25
ENST00000449120,0.03,0,0
ENST00000377811,19.19,19.3,29.37
ENST00000327582,0.21,0.18,1.05
ENST00000316170,6.2,11.68,0.86
ENST00000437179,0,0,0
ENST00000572801,0.22,0.1,0.14
ENST00000584332,0,0,0
ENST00000519667,0.3,0.15,0.1
ENST00000437172,0.06,0,0
ENST00000393183,44.93,30.33,41.85
ENST00000421244,0.87,3.54,0.4
ENST00000412277,0.2,0.18,0.11
ENST00000559742,0,0,0.09
ENST00000509391,0,0,0
ENST00000596689,0,0.05,0
ENST00000370657,0,0,0
ENST00000455197,0,0,0
ENST00000377978,0.09,0.97,1.24
ENST00000403106,0,0,0.01
ENST00000573216,0,0,0.35
ENST00000286344,1.39,0.69,0.24
ENST00000393324,0.83,1.97,1.49
ENST00000572037,4.39,0.17,0
ENST00000502910,0,0,0
ENST00000302053,0,0,0
ENST00000558483,0.13,0.41,0.33
ENST00000528679,4.24,2.79,4.68
ENST00000607452,6.38,5,7.83
ENST00000554795,0.13,0,0.11
ENST00000233616,2.31,4.73,4.91
ENST00000445802,0,0,0.05
ENST00000351298,1.52,0.3,0.65
ENST00000511457,0,0,0
ENST00000457596,0,0.13,0.16
ENST00000338206,0.06,0.1,0.15
ENST00000234396,3.1,1.32,1.11
ENST00000439754,0.67,0.07,0.73
ENST00000586019,0,0.06,0.16
ENST00000434152,58.49,10.96,104.35
ENST00000450808,0.35,0.63,0.29
ENST00000372393,0.95,0,0
ENST00000372394,0,0,0.03
ENST00000311813,108.96,32.01,774.14
ENST00000520003,0,0.05,0
ENST00000539002,6.21,9.39,13.03
ENST00000376550,0,0.12,0.44
ENST00000448743,0.26,0,0.15
ENST00000416592,0.55,1.23,0.3
ENST00000265970,9.63,11.84,5.68
ENST00000282841,6.92,6.89,6.78
ENST00000312108,0.58,0.47,1.49
ENST00000428670,1.11,1.74,0.25
ENST00000407950,0.21,1.26,0.61
ENST00000424767,2.34,0,0.67
ENST00000468777,0.79,0.47,0.87
ENST00000368885,49.41,27.41,26.92
ENST00000392329,0.39,1.31,0.5
ENST00000368882,0,0,0.08
ENST00000368888,0,1.02,0.31
ENST00000554550,2.28,1.65,1.52
ENST00000409626,0.13,0.55,0.98
ENST00000400906,0,0,0
ENST00000376736,7.13,5.22,5.99
ENST00000376730,0.34,0.19,0.44
ENST00000419816,0,0,0
ENST00000593098,0.26,0.56,0.58
ENST00000374466,4.29,7.46,8.45
ENST00000395862,11.66,13.1,10.47
ENST00000419819,0.06,0,0
ENST00000535809,0,0,0
ENST00000336431,8.97,15.12,14.99
ENST00000498737,0.82,0.84,1.75
ENST00000543445,0,0,1.56
ENST00000332324,10.29,15.26,11.21
ENST00000354666,15.04,2.09,0.5
ENST00000354919,0.55,1,2.05
ENST00000554087,0.72,1.56,1.69
ENST00000319340,0.07,0.09,0.06
ENST00000415948,0.26,0,0.33
ENST00000482102,0,0,0
ENST00000486334,0,0,0
ENST00000378937,0,1.26,1.61
ENST00000444733,0,0,0
ENST00000444732,0.31,0,0.48
ENST00000507439,3.97,4.85,2.85
ENST00000555820,0.07,0,0
ENST00000456349,3.4,0,0.77
ENST00000520918,0,0,0
ENST00000555829,0.14,0.21,0.6
ENST00000352886,0,0.29,0.22
ENST00000370894,0,0,0
